stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,asw_node_id,asw_stop_id,zone_region_type
U1108Z1P,"Vinice",50.077026,14.487597,"P",,0,,2,,A,1108,1,1
U1108Z2P,"Vinice",50.076675,14.490484,"P",,0,,1,,B,1108,2,1
U1121Z1P,"Zvonařka",50.070686,14.434173,"P",,0,,2,,A,1121,1,1
U1121Z2P,"Zvonařka",50.071148,14.434822,"P",,0,,2,,B,1121,2,1
U1122Z1P,"U Průhonu",50.104923,14.450027,"P",,0,,1,,A,1122,1,1
U1401Z1P,"Kabešova",50.102463,14.508271,"P",,0,,1,,A,1401,1,1
U1401Z2P,"Kabešova",50.102318,14.508062,"P",,0,,1,,B,1401,2,1
U2701Z1P,"Náměstí Olgy Scheinpflugové",50.030441,14.362091,"P",,0,,1,,A,2701,1,1
U2701Z2P,"Náměstí Olgy Scheinpflugové",50.029995,14.361432,"P",,0,,1,,B,2701,2,1
U2702Z1P,"Holyně",50.027184,14.358238,"P",,0,,1,,A,2702,1,1
U2702Z2P,"Holyně",50.026985,14.357871,"P",,0,,1,,B,2702,2,1
U2708Z1P,"Hasičská stanice Modřany",50.005943,14.439692,"P",,0,,1,,A,2708,1,1
U2708Z2P,"Hasičská stanice Modřany",50.005981,14.440171,"P",,0,,1,,B,2708,2,1
U2711Z1P,"Slivenec",50.023663,14.351832,"P",,0,,1,,A,2711,1,1
U2711Z2P,"Slivenec",50.023533,14.351015,"P",,0,,1,,B,2711,2,1
U2781Z1P,"Nádraží Zahradní Město",50.062298,14.504240,"P",,0,,2,,A,2781,1,1
U2781Z2P,"Nádraží Zahradní Město",50.061710,14.503953,"P",,0,,1,,B,2781,2,1
U2784Z1P,"Kotorská",50.054470,14.436738,"P",,0,,1,,A,2784,1,1
U2784Z2P,"Kotorská",50.054165,14.436932,"P",,0,,1,,B,2784,2,1
